City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
361,yermentau,51.6214,73.1069,5.79,87,100,5.35,KZ,1712636492
362,prince rupert,54.3161,-130.3201,6.83,85,100,4.63,CA,1712636434
363,auki,-8.7676,160.7034,30.62,67,73,2.7,SB,1712636493
364,aykhal,66.0,111.5,-5.74,79,94,11.03,RU,1712636493
365,mangrol,21.1167,70.1167,28.86,54,0,4.12,IN,1712636493
366,prado,-17.3411,-39.2208,24.81,82,90,1.65,BR,1712636493
367,guaruja,-23.9931,-46.2564,21.61,26,67,0.45,BR,1712636295
368,mount gambier,-37.8333,140.7667,14.5,50,97,4.52,AU,1712636494
369,kill devil hills,36.0307,-75.676,15.01,68,0,5.66,US,1712636218
370,macau,22.2006,113.5461,24.89,69,40,4.63,MO,1712636471
371,aldinga beach,-35.2793,138.4604,19.13,54,67,6.18,AU,1712636494
372,karasburg,-28.0167,18.75,9.44,90,0,2.91,NA,1712636495
373,luxor,25.6989,32.6421,18.03,32,0,2.57,EG,1712636495
374,teuva,62.4819,21.7416,0.88,97,99,1.76,FI,1712636495
375,carutapera,-1.195,-46.02,24.91,95,100,0.91,BR,1712636495
376,estrela,-28.0611,-50.9383,15.88,98,4,1.07,BR,1712636496
377,mugia,43.1041,-9.2179,11.62,64,10,5.2,ES,1712636496
378,champerico,14.3,-91.9167,28.84,72,16,2.82,GT,1712636496
379,forster,-32.1667,152.5167,24.65,51,40,6.82,AU,1712636497
380,georgetown,5.4112,100.3354,32.96,66,20,2.57,MY,1712636497
381,enewetak,11.3474,162.3373,27.41,80,100,9.39,MH,1712636497
382,lisieux,49.1667,0.1667,8.2,79,100,10.71,FR,1712636497
383,hadibu,12.65,54.0333,27.16,68,87,1.65,YE,1712636497
384,port hueneme,34.1478,-119.1951,15.86,83,0,2.57,US,1712636498
385,de aar,-30.6497,24.0123,10.8,69,51,2.98,ZA,1712636498
386,catia la mar,10.6038,-67.0303,29.44,81,0,0.51,VE,1712636498
387,nago,26.5881,127.9761,24.24,68,100,7.66,JP,1712636498
388,tazovsky,67.4667,78.7,-17.86,94,42,4.94,RU,1712636498
389,kourou,5.1552,-52.6478,26.03,89,28,2.49,GF,1712636499
390,newman,37.3138,-121.0208,15.99,65,0,1.79,US,1712636499
391,howard springs,-12.497,131.047,33.88,50,100,3.66,AU,1712636499
392,gazojak,41.1875,61.4036,13.48,43,62,4.96,TM,1712636296
393,as sulayyil,20.4607,45.5779,24.14,32,47,5.99,SA,1712636499
394,iraquara,-12.2486,-41.6194,21.84,98,35,1.13,BR,1712636500
395,petrolina,-9.3986,-40.5008,25.03,88,75,3.09,BR,1712636427
396,mabaruma,8.2,-59.7833,24.91,76,17,1.79,GY,1712636500
397,floro,61.5996,5.0328,8.04,76,75,6.17,NO,1712636500
398,claveria,18.6074,121.0832,29.75,64,6,4.4,PH,1712636500
399,demidov,55.2706,31.515,11.01,90,24,1.96,RU,1712636501
400,kurchatov,51.6601,35.6521,15.23,79,100,2.24,RU,1712636501
401,keflavik,64.0049,-22.5624,1.24,69,0,8.75,IS,1712636501
402,san matias,-16.3667,-58.4,25.6,83,100,1.83,BO,1712636501
403,frutigen,46.5878,7.6475,17.57,87,94,2.23,CH,1712636501
404,tolanaro,-25.0319,46.9987,23.04,94,40,2.57,MG,1712636502
405,labytnangi,66.6572,66.4183,-15.9,82,2,3.01,RU,1712636502
406,oyama,36.3,139.8,14.82,73,100,1.6,JP,1712636502
407,dridu,44.7,26.45,13.92,63,17,1.25,RO,1712636502
408,hun,29.1268,15.9477,14.61,63,0,4.03,LY,1712636503
409,soio,-6.1349,12.3689,26.5,86,90,1.68,AO,1712636503
410,maues,-3.3836,-57.7186,23.72,98,100,0.93,BR,1712636503
411,mwinilunga,-11.7358,24.4293,17.76,97,99,1.05,ZM,1712636503
412,talodi,10.6325,30.3797,26.21,12,75,2.94,SD,1712636503
413,semenivka,52.1783,32.5818,12.04,78,100,3.03,UA,1712636504
414,atherton,53.5237,-2.4935,8.49,87,100,2.38,GB,1712636504
415,essaouira,31.5125,-9.77,16.72,72,1,8.75,MA,1712636504
416,linden,6.0,-58.3,24.78,83,53,1.9,GY,1712636234
417,vila franca do campo,37.7167,-25.4333,18.27,99,99,2.34,PT,1712636505
418,arraial do cabo,-22.9661,-42.0278,25.19,84,99,9.37,BR,1712636505
419,nemuro,43.3236,145.575,0.37,97,100,12.6,JP,1712636505
420,midelt,32.6852,-4.7451,11.77,75,63,1.72,MA,1712636505
421,wewak,-3.5534,143.6268,28.16,81,100,4.52,PG,1712636505
422,argo,37.6333,22.7333,13.05,48,0,2.66,GR,1712636506
423,huron,41.1501,-82.5499,14.4,69,54,3.27,US,1712636506
424,gazli,40.1333,63.45,15.69,32,100,5.99,UZ,1712636506
425,kemijarvi,66.7131,27.4306,0.76,100,100,2.06,FI,1712636506
426,grand falls-windsor,48.9332,-55.6649,-1.94,82,100,1.79,CA,1712636507
427,sanctuary point,-35.1114,150.629,16.53,89,100,8.4,AU,1712636507
428,krustpils,56.5067,25.8738,11.22,98,100,1.85,LV,1712636507
429,kayangel,8.0823,134.7173,28.45,73,99,6.36,PW,1712636507
430,belyy yar,53.6039,91.3903,8.94,53,0,1.0,RU,1712636508
431,noshiro,40.2039,140.0242,8.46,89,100,9.05,JP,1712636508
432,waupaca,44.358,-89.086,8.7,86,75,0.0,US,1712636508
433,bereznik,62.8551,42.7072,-0.4,99,100,1.52,RU,1712636508
434,acapulco de juarez,16.8634,-99.8901,24.9,83,20,4.12,MX,1712636499
435,uttarkashi,30.7333,78.45,20.98,11,0,2.29,IN,1712636509
436,pangody,65.85,74.4859,-15.59,89,20,5.65,RU,1712636509
437,saipan,15.1355,145.701,31.39,66,40,8.23,MP,1712636293
438,saint-paul,-21.0096,55.2707,26.06,74,74,0.69,RE,1712636509
439,fengrun,39.8333,118.1167,13.29,28,99,1.25,CN,1712636510
440,baiyin,36.5583,104.2081,12.32,42,100,6.82,CN,1712636510
441,itaituba,-4.2761,-55.9836,23.46,100,100,0.17,BR,1712636510
442,lubao,14.9167,120.55,35.04,33,36,4.39,PH,1712636510
443,juneau,58.3019,-134.4197,3.0,95,100,2.06,US,1712636510
444,tateyama,34.9833,139.8667,20.05,94,75,7.72,JP,1712636511
445,rio grande,-32.035,-52.0986,19.41,90,6,2.88,BR,1712636511
446,al burayqah,30.4062,19.5739,15.18,59,0,3.52,LY,1712636511
447,riyadh,24.6877,46.7219,23.08,43,100,7.32,SA,1712636251
448,ovalle,-30.5983,-71.2003,17.73,66,1,1.13,CL,1712636481
449,baie-comeau,49.2168,-68.1489,1.82,60,0,2.06,CA,1712636511
450,zelenogradsk,54.9589,20.4767,14.09,100,77,0.0,RU,1712636512
451,wau,7.7029,27.9953,27.26,43,42,0.38,SS,1712636512
452,mejit,10.2753,170.8646,26.83,81,100,10.23,MH,1712636512
453,revda,56.801,59.9303,3.02,97,100,4.1,RU,1712636512
454,aral,40.5156,81.2636,18.45,23,9,2.07,CN,1712636512
455,gadzhiyevo,69.2551,33.3362,-3.54,95,100,3.53,RU,1712636513
456,usilampatti,9.9667,77.8,32.53,54,45,2.95,IN,1712636513
457,guapore,-28.8456,-51.8903,17.19,99,20,0.34,BR,1712636513
458,sampit,-2.5333,112.95,27.88,82,100,0.9,ID,1712636513
459,cam ranh,11.9214,109.1591,27.98,78,0,3.6,VN,1712636513
460,altamira,-3.2033,-52.2064,23.45,99,100,1.07,BR,1712636514
461,illizi,26.4833,8.4667,21.89,9,30,3.04,DZ,1712636514
462,san antonio de pale,-1.4014,5.6325,27.92,77,100,2.9,GQ,1712636514
463,zhongshu,24.5167,103.7667,25.6,41,18,3.48,CN,1712636514
464,andalgala,-27.5819,-66.3165,20.94,61,2,1.32,AR,1712636450
465,klaksvik,62.2266,-6.589,5.51,82,100,10.53,FO,1712636515
466,puerto san jose,13.9256,-90.8244,28.13,76,59,3.01,GT,1712636515
467,la'ie,21.6477,-157.9253,25.98,74,5,4.92,US,1712636515
468,selfoss,63.9331,-20.9971,-0.53,57,100,7.1,IS,1712636515
469,hirara,24.8,125.2833,22.92,94,75,9.77,JP,1712636516
470,cacequi,-29.8836,-54.825,21.34,85,96,1.65,BR,1712636516
471,tromso,69.6496,18.957,2.01,87,75,4.63,NO,1712636292
472,ulanhot,46.0833,122.0833,9.74,16,9,3.78,CN,1712636516
473,laguna,38.421,-121.4238,18.1,44,0,3.6,US,1712636516
474,shetpe,44.1667,52.1167,12.97,48,27,2.65,KZ,1712636517
475,xining,36.6167,101.7667,4.16,97,100,0.82,CN,1712636517
476,malanje,-9.5402,16.341,18.14,98,98,2.12,AO,1712636517
477,cookeville,36.1628,-85.5016,17.44,73,100,0.0,US,1712636517
478,pajara,28.3504,-14.1076,17.73,85,7,10.61,ES,1712636517
479,chaksu,26.6,75.95,34.51,9,87,3.74,IN,1712636518
480,ashoknagar,24.5667,77.7167,31.68,28,78,6.42,IN,1712636518
481,sorong,-0.8833,131.25,28.57,74,97,3.16,ID,1712636518
482,trinity beach,-16.7888,145.6968,32.25,70,100,4.12,AU,1712636519
483,yuzhno-sakhalinsk,46.9581,142.7337,4.79,38,40,5.0,RU,1712636519
484,lima,-12.0432,-77.0282,23.83,76,0,6.69,PE,1712636186
485,penonome,8.5167,-80.3667,26.67,72,100,6.26,PA,1712636519
486,petrovsk-zabaykal'skiy,51.273,108.843,9.24,31,21,3.35,RU,1712636520
487,cannonvale,-20.2833,148.7,27.66,62,42,3.19,AU,1712636520
488,dazhou,31.2159,107.5009,16.21,89,100,1.11,CN,1712636520
489,constantia,44.1833,28.65,10.39,70,1,3.08,RO,1712636468
490,kitimat,54.0524,-128.6534,5.51,68,100,1.79,CA,1712636521
491,cururupu,-1.8283,-44.8683,23.24,100,100,0.19,BR,1712636521
492,north elba,44.2434,-73.9543,2.88,82,69,1.16,US,1712636522
493,tukzar,35.9483,66.4213,16.74,38,96,1.22,AF,1712636522
494,geraldton,-28.7667,114.6,33.23,17,10,8.23,AU,1712636522
495,roma,43.2128,-75.4557,11.51,67,100,0.45,US,1712636465
496,leh,34.1667,77.5833,-8.28,48,1,1.1,IN,1712636523
497,sarmiento,-45.5882,-69.07,5.36,47,19,2.08,AR,1712636426
498,tabas,33.5959,56.9244,23.21,28,0,2.36,IR,1712636523
499,ust'-kulom,61.6864,53.6902,-5.01,85,62,2.25,RU,1712636523
500,coahuayana de hidalgo,18.7,-103.6583,20.51,85,99,1.44,MX,1712636524
501,mana,5.6592,-53.7767,26.11,83,27,4.15,GF,1712636524
502,masterton,-40.9597,175.6575,18.94,45,1,3.63,NZ,1712636524
503,al mijlad,11.0333,27.7333,23.5,13,91,3.25,SD,1712636524
504,sayula de aleman,17.8667,-94.95,25.91,71,3,2.87,MX,1712636451
505,severobaykal'sk,55.65,109.3167,-5.83,67,41,0.93,RU,1712636525
506,zag,46.9441,99.165,5.51,47,100,1.24,MN,1712636525
507,cabedelo,-6.9811,-34.8339,26.37,82,100,2.16,BR,1712636229
508,abbeville,50.1,1.8333,10.14,76,83,9.65,FR,1712636277
509,nema,57.5067,50.5011,3.78,94,99,3.41,RU,1712636526
510,garoowe,8.4054,48.4845,23.75,79,95,4.18,SO,1712636526
511,salinopolis,-0.6136,-47.3561,25.74,89,96,1.45,BR,1712636487
512,bismil,37.8486,40.6658,12.06,87,100,1.87,TR,1712636454
513,shawano,44.7822,-88.609,9.11,81,49,0.91,US,1712636527
514,turpan,42.9333,89.1667,24.03,14,4,1.82,CN,1712636527
515,maxixe,-23.8597,35.3472,23.9,88,40,0.0,MZ,1712636527
516,corn island,12.1694,-83.0418,27.75,83,68,7.84,NI,1712636527
517,plaquemine,30.2891,-91.2343,21.69,89,100,6.0,US,1712636528
518,dzilam gonzalez,21.2833,-88.9333,25.95,66,0,4.3,MX,1712636528
519,laojunmiao,39.8333,97.7333,10.6,17,100,2.8,CN,1712636528
520,ulladulla,-35.35,150.4667,12.65,91,100,8.28,AU,1712636332
521,saint croix,17.7397,-64.7388,22.75,90,0,4.14,VI,1712636529
522,ratnagiri,16.9833,73.3,30.44,42,5,2.06,IN,1712636529
523,yerofey pavlovich,53.9667,121.9667,2.39,59,93,2.76,RU,1712636529
524,ordubad,38.9059,46.0234,9.38,77,10,2.93,AZ,1712636529
525,araripina,-7.5761,-40.4983,21.09,75,54,1.41,BR,1712636529
526,stephenville,32.2207,-98.2023,21.44,93,100,3.09,US,1712636530
527,interlaken,36.9513,-121.7338,14.86,81,0,2.06,US,1712636530
528,kassala,15.451,36.4,24.09,11,88,3.21,SD,1712636419
529,salaqi,40.5414,110.5108,18.73,18,67,4.57,CN,1712636530
530,vryheid,-27.7695,30.7917,13.5,99,95,2.06,ZA,1712636530
531,moyobamba,-6.05,-76.9667,19.73,99,100,0.18,PE,1712636531
532,sao joao da barra,-21.6403,-41.0511,25.03,85,95,5.07,BR,1712636531
533,mafinga,-7.25,35.0667,18.83,97,100,0.68,TZ,1712636531
534,kebili,33.7044,8.969,19.14,42,100,5.55,TN,1712636531
535,salalah,17.0151,54.0924,28.05,74,40,1.03,OM,1712636531
536,saint-felicien,48.6501,-72.4491,2.38,55,0,2.06,CA,1712636532
537,luanco,43.6152,-5.7934,8.9,83,70,3.58,ES,1712636532
538,maceio,-9.6658,-35.7353,25.69,88,0,1.54,BR,1712636463
539,xinqing,48.2333,129.5,6.83,26,0,4.35,CN,1712636533
540,herzogenaurach,49.568,10.8857,18.18,71,0,3.09,DE,1712636533
541,rio preto da eva,-2.6994,-59.6997,23.99,96,99,1.2,BR,1712636533
542,campulung moldovenesc,47.5333,25.5667,6.43,81,100,2.11,RO,1712636533
543,sabha,27.0377,14.4283,17.65,18,13,4.06,LY,1712636534
544,vershino-darasunskiy,52.35,115.5167,7.12,25,7,3.3,RU,1712636534
545,juan griego,11.0817,-63.9655,25.57,83,57,4.64,VE,1712636534
546,antofagasta,-23.65,-70.4,17.66,86,62,2.1,CL,1712636169
547,grinnell,41.743,-92.7224,11.99,55,0,2.57,US,1712636500
548,salekhard,66.53,66.6019,-15.89,82,2,2.68,RU,1712636535
549,kununurra,-15.7667,128.7333,32.99,27,80,6.69,AU,1712636240
550,rangapara,26.8167,92.65,31.65,30,1,3.36,IN,1712636535
551,walterboro,32.9052,-80.6668,14.89,82,25,2.14,US,1712636284
552,midvagur,62.0511,-7.1939,5.46,93,100,8.23,FO,1712636536
553,kudahuvadhoo,2.6708,72.8944,29.02,70,70,2.01,MV,1712636536
554,sidney,-33.8679,151.2073,19.62,75,75,12.35,AU,1712636449
555,beau vallon,-20.4189,57.6953,28.45,82,38,2.39,MU,1712636537
556,fort st. john,56.2499,-120.8529,4.94,52,75,4.63,CA,1712636393
557,williamsburg,37.2707,-76.7075,17.12,60,100,1.54,US,1712636242
558,hermantown,46.8069,-92.2383,4.39,96,100,3.09,US,1712636537
559,caleta de carquin,-11.0925,-77.6267,21.99,83,99,3.53,PE,1712636538
560,pueblo,38.2545,-104.6091,11.42,35,100,2.06,US,1712636274
561,yershov,51.3513,48.2766,11.74,79,94,3.06,RU,1712636538
562,sao jose da coroa grande,-8.8978,-35.1478,26.04,80,87,0.83,BR,1712636538
563,saint-pierre,-21.3393,55.4781,25.82,61,0,2.57,RE,1712636539
564,ashmun,30.2986,30.9764,17.47,88,0,4.17,EG,1712636360
565,topi,34.0704,72.6236,23.45,29,2,0.8,PK,1712636539
566,aketi,2.7388,23.7833,21.66,94,46,0.63,CD,1712636540
567,mena,51.5217,32.2157,12.28,77,93,2.84,UA,1712636540
568,astara,38.5,48.6667,10.99,79,16,1.19,AZ,1712636540
569,ada,43.4166,-116.1262,8.03,60,0,3.58,US,1712636253
570,saint-francois,46.4154,3.9054,7.69,94,75,2.06,FR,1712636477
571,coquimbo,-29.9533,-71.3436,14.85,94,75,2.06,CL,1712636441
572,sittwe,20.15,92.9,32.48,38,0,3.14,MM,1712636541
573,wittenbach,47.4631,9.3776,18.69,30,0,5.66,CH,1712636541
574,sallisaw,35.4604,-94.7875,19.82,83,51,1.83,US,1712636542
575,kharp,66.8014,65.8081,-16.27,86,10,4.65,RU,1712636542
